,RECEITA,CATEGORIA,DESCRICAO_CATEGORIA,ORIGEM,DESCRICAO_ORIGEM,ESPECIE,DESCRICAO_ESPECIE,EXERCICIO,DT_APROPRIACAO,TP_RECEITA_ORC,EMPRESA,NM_EMPRESA,VL_RECEITA,"DS_FONTE,,,"
2184,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,3043818.99,"Demais Impostos Vinculados à Educação Básica,"
2185,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,7305165.61,"Recursos Ordinários (Livres),"
2776,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1084.41,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
2777,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-542.61,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
2778,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-542.88,"Fundo de Reserva Depósitos Judiciais (Lei 10819/03,art.3º),"
2992,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,4608191.86,"Recursos Ordinários (Livres),"
2993,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,2122390.02,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),"
2994,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,3537316.71,"Demais Impostos Vinculados à Educação Básica,"
2995,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,8489560.11,"Recursos Ordinários (Livres),"
2999,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,4411591.27,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),"
3000,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,7352652.12,"Demais Impostos Vinculados à Educação Básica,"
3001,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-21,Orçamentária,1,Prefeitura Municipal de Curitiba,17646365.11,"Recursos Ordinários (Livres),"
3122,1711512100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-5240446.62,"Demais Impostos Vinculados à Educação Básica,,"
3123,1711512100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-15721339.85,"Recursos Ordinários (Livres),,"
3403,1113031101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,7577972.9,"Recursos Ordinários (Livres),"
3404,1113031101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,3157488.7,"Demais Impostos Vinculados à Educação Básica,"
5012,1911010102020000000000,1,Receitas Correntes,9,Outras Receitas Correntes,1,"MULTAS ADMINISTRATIVAS,CONTRATUAIS E JUDICIAIS",2022,2022-09-14,Orçamentária,1,Prefeitura Municipal de Curitiba,-201225.76,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016"
5056,1215011101000000000000,1,Receitas Correntes,2,Contribuições,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-09-28,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,4734944.2,"Regime Próprio de Previdência Social - RPPS,,"
5057,1215011101000000000000,1,Receitas Correntes,2,Contribuições,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-09-28,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,14316199.2,"Regime Próprio de Previdência Social - RPPS,,"
5305,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-532.24,"Recursos Ordinários (Livres),,"
5306,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-550.79,"Recursos Ordinários (Livres),,"
5478,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-26,Orçamentária,1,Prefeitura Municipal de Curitiba,-171312.12,"5% Sobre Transferências Constitucionais FUNDEB,,"
5516,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-28,Orçamentária,1,Prefeitura Municipal de Curitiba,-144081.83,"5% Sobre Transferências Constitucionais FUNDEB,,"
5517,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-3107882.86,"Recursos Ordinários (Livres),,"
5518,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,3107882.86,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5519,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-4262775.59,"Recursos Ordinários (Livres),,"
5520,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,4262775.59,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5521,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-4675850.21,"Recursos Ordinários (Livres),,"
5534,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-5040836.96,"Recursos Ordinários (Livres),,"
5535,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-4582309.6,"Recursos Ordinários (Livres),,"
5536,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-4662132.85,"Recursos Ordinários (Livres),,"
5537,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-7056213.69,"Recursos Ordinários (Livres),,"
5538,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-7164473.38,"Recursos Ordinários (Livres),,"
5539,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-7457099.26,"Recursos Ordinários (Livres),,"
5540,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-7928292.41,"Recursos Ordinários (Livres),,"
5541,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-5037579.85,"Recursos Ordinários (Livres),,"
5542,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-5136193.17,"Recursos Ordinários (Livres),,"
5543,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1203822.75,"Recursos Ordinários (Livres),,"
5544,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,5040836.96,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5624,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,4582309.6,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5625,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,4662132.85,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5626,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,7056213.69,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5627,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,7164473.38,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5628,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,7928292.41,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5629,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,7457099.26,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5630,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,5037579.85,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5631,1721510101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,5136193.17,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
5633,1721520102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,-105350.74,"5% Sobre Transferências Constitucionais FUNDEB,,"
5643,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-12,Orçamentária,1,Prefeitura Municipal de Curitiba,-194280.12,"5% Sobre Transferências Constitucionais FUNDEB,,"
5684,1113031101030000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-28,Orçamentária,1,Prefeitura Municipal de Curitiba,3744602.85,"Recursos Ordinários (Livres),"
5937,1711511102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,-3961621.48,"5% Sobre Transferências Constitucionais FUNDEB,,"
6580,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-12,Orçamentária,1,Prefeitura Municipal de Curitiba,-142698.28,"5% Sobre Transferências Constitucionais FUNDEB,,"
6581,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-12,Orçamentária,1,Prefeitura Municipal de Curitiba,-108501.98,"5% Sobre Transferências Constitucionais FUNDEB,,"
6585,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,-158899.34,"5% Sobre Transferências Constitucionais FUNDEB,,"
6726,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-09-27,Orçamentária,1,Prefeitura Municipal de Curitiba,12947389.0,"FUNDEB 60%,,"
6818,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,4968778.66,"FUNDEB 60%,,"
6819,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,3312519.1,"FUNDEB 40%,,"
6820,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,3538362.28,"FUNDEB 60%,,"
6821,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,2358908.19,"FUNDEB 40%,,"
6872,1311020103020000000000,1,Receitas Correntes,3,Receita Patrimonial,1,EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-19828.12,"Recursos Próprios do Fundo Municipal do Meio Ambiente,,"
6873,1311020103020000000000,1,Receitas Correntes,3,Receita Patrimonial,1,EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-500.0,"Recursos Próprios do Fundo Municipal do Meio Ambiente,,"
6882,1311020103020000000000,1,Receitas Correntes,3,Receita Patrimonial,1,EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,2022,2022-09-19,Orçamentária,1,Prefeitura Municipal de Curitiba,-90.0,"Desvinculação das Receitas do Município - DRM - E. C. nº 93,8/9/2016,"
6883,1311020103020000000000,1,Receitas Correntes,3,Receita Patrimonial,1,EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,2022,2022-09-19,Orçamentária,1,Prefeitura Municipal de Curitiba,-210.0,"Recursos Próprios do Fundo Municipal do Meio Ambiente,,"
7018,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,11884864.45,"Recursos Ordinários (Livres),,"
7019,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,2971216.11,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
7020,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,4952026.85,"5% Sobre Transferências Constitucionais FUNDEB,,"
7037,1999991199000000000000,1,Receitas Correntes,9,Outras Receitas Correntes,9,DEMAIS RECEITAS CORRENTES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-64.67,"Recursos Ordinários (Livres),,"
7255,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-22,Orçamentária,1,Prefeitura Municipal de Curitiba,2434256.97,"Recursos Ordinários (Livres),"
7707,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-22,Orçamentária,1,Prefeitura Municipal de Curitiba,4557516.5,"Recursos Ordinários (Livres),"
7710,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-22,Orçamentária,1,Prefeitura Municipal de Curitiba,2142443.56,"Recursos Ordinários (Livres),"
7713,1114511101020000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-22,Orçamentária,1,Prefeitura Municipal de Curitiba,2750470.82,"Recursos Ordinários (Livres),"
8082,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-20,Orçamentária,1,Prefeitura Municipal de Curitiba,-171290.15,"5% Sobre Transferências Constitucionais FUNDEB,,"
8102,1112500101010000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,3961314.69,"Recursos Ordinários (Livres),"
8386,1711512100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,2840591.62,"Demais Impostos Vinculados à Educação Básica,,"
8420,1711520102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-13,Orçamentária,1,Prefeitura Municipal de Curitiba,-4982.53,"5% Sobre Transferências Constitucionais FUNDEB,,"
8520,1714500100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,4352249.11,"Salário-Educação,,"
8598,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-839.41,"Retenções em Carater Consignatório,,"
8599,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-818.86,"Retenções em Carater Consignatório,,"
8600,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-828.42,"Retenções em Carater Consignatório,,"
8601,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-823.03,"Retenções em Carater Consignatório,,"
8602,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-823.16,"Retenções em Carater Consignatório,,"
8603,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-826.12,"Retenções em Carater Consignatório,,"
8604,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-804.18,"Retenções em Carater Consignatório,,"
8678,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-815.22,"Retenções em Carater Consignatório,,"
8680,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-19919.58,"Retenções em Carater Consignatório,,"
8681,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-19698.74,"Retenções em Carater Consignatório,,"
8682,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-17588.74,"Retenções em Carater Consignatório,,"
8683,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-17226.71,"Retenções em Carater Consignatório,,"
8684,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-19696.37,"Retenções em Carater Consignatório,,"
8685,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-20136.98,"Retenções em Carater Consignatório,,"
8686,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-21327.67,"Retenções em Carater Consignatório,,"
8687,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-21351.17,"Retenções em Carater Consignatório,,"
8688,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-21894.17,"Retenções em Carater Consignatório,,"
8689,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-22831.04,"Retenções em Carater Consignatório,,"
8690,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-23004.35,"Retenções em Carater Consignatório,,"
8691,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-23206.75,"Retenções em Carater Consignatório,,"
8692,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-23705.47,"Retenções em Carater Consignatório,,"
8693,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-23827.96,"Retenções em Carater Consignatório,,"
8697,1713501106000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-09-09,Orçamentária,12,Fundo Municipal da Saúde,5991204.87,"Atenção Básica,,"
8800,1724990102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,15000000.0,"Convênio Sistema de Transporte Coletivo Metropolitano de Passageiros,,"
8994,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-30,Orçamentária,1,Prefeitura Municipal de Curitiba,-173152.54,"5% Sobre Transferências Constitucionais FUNDEB,,"
9093,1711513100000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,5240446.62,"Demais Impostos Vinculados à Educação Básica,,"
