,RECEITA,CATEGORIA,DESCRICAO_CATEGORIA,ORIGEM,DESCRICAO_ORIGEM,ESPECIE,DESCRICAO_ESPECIE,EXERCICIO,DT_APROPRIACAO,TP_RECEITA_ORC,EMPRESA,NM_EMPRESA,VL_RECEITA,"DS_FONTE,,,"
73221,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-728.91,"Retenções em Carater Consignatório,,"
73222,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-732.22,"Retenções em Carater Consignatório,,"
73223,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-702.39,"Retenções em Carater Consignatório,,"
73224,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-685.51,"Retenções em Carater Consignatório,,"
73225,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-693.38,"Retenções em Carater Consignatório,,"
73226,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-689.49,"Retenções em Carater Consignatório,,"
73227,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-677.91,"Retenções em Carater Consignatório,,"
73228,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-661.96,"Retenções em Carater Consignatório,,"
73284,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1068.07,"Retenções em Carater Consignatório,,"
73285,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1046.13,"Retenções em Carater Consignatório,,"
73286,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1196.09,"Retenções em Carater Consignatório,,"
73287,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1223.02,"Retenções em Carater Consignatório,,"
73288,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1196.18,"Retenções em Carater Consignatório,,"
73289,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1281.56,"Retenções em Carater Consignatório,,"
73290,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1290.85,"Retenções em Carater Consignatório,,"
73291,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1301.17,"Retenções em Carater Consignatório,,"
73292,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1303.46,"Retenções em Carater Consignatório,,"
73293,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1336.12,"Retenções em Carater Consignatório,,"
73294,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1336.35,"Retenções em Carater Consignatório,,"
73295,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1341.89,"Retenções em Carater Consignatório,,"
73386,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1355.16,"Retenções em Carater Consignatório,,"
73387,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1333.39,"Retenções em Carater Consignatório,,"
73388,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1307.14,"Retenções em Carater Consignatório,,"
73389,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1267.84,"Retenções em Carater Consignatório,,"
73390,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1329.55,"Retenções em Carater Consignatório,,"
73391,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1270.17,"Retenções em Carater Consignatório,,"
73392,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1264.53,"Retenções em Carater Consignatório,,"
73393,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1271.12,"Retenções em Carater Consignatório,,"
73394,1321010109010000000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1275.32,"Retenções em Carater Consignatório,,"
73718,2119990105000000000000,2,Receitas de Capital,1,Operações de Crédito,1,OPERAÇÕES DE CRÉDITO - MERCADO INTERNO,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,35000000.0,"Operação de Crédito - FINISA - Lei Municipal Nº 15.564/2019,,"
74865,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-671.66,"Retenções em Carater Consignatório,,"
74866,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-681.6,"Retenções em Carater Consignatório,,"
74868,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1127.38,"Retenções em Carater Consignatório,,"
74869,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1123.87,"Retenções em Carater Consignatório,,"
74870,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1094.48,"Retenções em Carater Consignatório,,"
74871,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1095.1,"Retenções em Carater Consignatório,,"
74872,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1104.13,"Retenções em Carater Consignatório,,"
74873,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1167.51,"Retenções em Carater Consignatório,,"
74874,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1161.05,"Retenções em Carater Consignatório,,"
74935,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1164.18,"Retenções em Carater Consignatório,,"
74936,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1166.36,"Retenções em Carater Consignatório,,"
74937,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1170.82,"Retenções em Carater Consignatório,,"
74938,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1171.71,"Retenções em Carater Consignatório,,"
74939,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1172.3,"Retenções em Carater Consignatório,,"
74940,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1180.61,"Retenções em Carater Consignatório,,"
74941,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1191.54,"Retenções em Carater Consignatório,,"
74942,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1210.61,"Retenções em Carater Consignatório,,"
74943,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1209.27,"Retenções em Carater Consignatório,,"
74944,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1180.27,"Retenções em Carater Consignatório,,"
74945,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1193.79,"Retenções em Carater Consignatório,,"
74946,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1187.09,"Retenções em Carater Consignatório,,"
74947,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1186.03,"Retenções em Carater Consignatório,,"
74948,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1149.72,"Retenções em Carater Consignatório,,"
74949,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1166.6,"Retenções em Carater Consignatório,,"
74950,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1183.86,"Retenções em Carater Consignatório,,"
74952,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-576.18,"Retenções em Carater Consignatório,,"
74953,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-568.23,"Retenções em Carater Consignatório,,"
74954,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-556.54,"Retenções em Carater Consignatório,,"
74955,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-556.74,"Retenções em Carater Consignatório,,"
74956,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-561.28,"Retenções em Carater Consignatório,,"
74957,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-598.15,"Retenções em Carater Consignatório,,"
74958,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-585.54,"Retenções em Carater Consignatório,,"
74959,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-591.07,"Retenções em Carater Consignatório,,"
74960,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-596.34,"Retenções em Carater Consignatório,,"
74961,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-596.96,"Retenções em Carater Consignatório,,"
74962,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-598.12,"Retenções em Carater Consignatório,,"
74963,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-602.88,"Retenções em Carater Consignatório,,"
74964,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-609.22,"Retenções em Carater Consignatório,,"
74965,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-613.41,"Retenções em Carater Consignatório,,"
75025,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-630.81,"Retenções em Carater Consignatório,,"
75026,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-624.7,"Retenções em Carater Consignatório,,"
75027,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-610.7,"Retenções em Carater Consignatório,,"
75028,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-615.56,"Retenções em Carater Consignatório,,"
75029,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-615.02,"Retenções em Carater Consignatório,,"
75030,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-618.3,"Retenções em Carater Consignatório,,"
75031,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-581.98,"Retenções em Carater Consignatório,,"
75032,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-599.09,"Retenções em Carater Consignatório,,"
75033,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-609.92,"Retenções em Carater Consignatório,,"
75036,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-1169.51,"Retenções em Carater Consignatório,,"
75037,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-568.98,"Retenções em Carater Consignatório,,"
75038,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-570.01,"Retenções em Carater Consignatório,,"
75039,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-573.87,"Retenções em Carater Consignatório,,"
75040,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-606.13,"Retenções em Carater Consignatório,,"
75041,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-603.37,"Retenções em Carater Consignatório,,"
75042,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-605.63,"Retenções em Carater Consignatório,,"
75043,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-605.71,"Retenções em Carater Consignatório,,"
75044,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-608.23,"Retenções em Carater Consignatório,,"
75045,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-608.27,"Retenções em Carater Consignatório,,"
75046,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-609.02,"Retenções em Carater Consignatório,,"
75047,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-613.41,"Retenções em Carater Consignatório,,"
75048,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-619.0,"Retenções em Carater Consignatório,,"
75049,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-628.18,"Retenções em Carater Consignatório,,"
75050,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-629.01,"Retenções em Carater Consignatório,,"
75051,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-613.62,"Retenções em Carater Consignatório,,"
75052,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-620.79,"Retenções em Carater Consignatório,,"
75053,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-616.75,"Retenções em Carater Consignatório,,"
75054,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-616.83,"Retenções em Carater Consignatório,,"
75055,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-619.07,"Retenções em Carater Consignatório,,"
75176,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-602.61,"Retenções em Carater Consignatório,,"
75177,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-610.9,"Retenções em Carater Consignatório,,"
75178,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.11,"Retenções em Carater Consignatório,,"
75179,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.04,"Retenções em Carater Consignatório,,"
75180,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-6.97,"Retenções em Carater Consignatório,,"
75181,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-6.94,"Retenções em Carater Consignatório,,"
75182,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.06,"Retenções em Carater Consignatório,,"
75183,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.4,"Retenções em Carater Consignatório,,"
75184,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.37,"Retenções em Carater Consignatório,,"
75185,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.39,"Retenções em Carater Consignatório,,"
75186,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.4,"Retenções em Carater Consignatório,,"
75187,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.41,"Retenções em Carater Consignatório,,"
75188,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.42,"Retenções em Carater Consignatório,,"
75189,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.43,"Retenções em Carater Consignatório,,"
75190,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.48,"Retenções em Carater Consignatório,,"
75191,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.5,"Retenções em Carater Consignatório,,"
75192,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.62,"Retenções em Carater Consignatório,,"
75193,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.62,"Retenções em Carater Consignatório,,"
75194,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-7.48,"Retenções em Carater Consignatório,,"
75195,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-30648.12,"Retenções em Carater Consignatório,,"
75196,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-31046.05,"Retenções em Carater Consignatório,,"
75197,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-29985.73,"Retenções em Carater Consignatório,,"
75198,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-29365.6,"Retenções em Carater Consignatório,,"
75199,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-08-31,Orçamentária,1,Prefeitura Municipal de Curitiba,-28483.84,"Retenções em Carater Consignatório,,"
